Kingdom,Phylum,Class,Order,Familia,Genera,GID
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,02d06,1
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,2
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,4
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,5
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,6
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,7
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Acidaminobacter,8
Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales ,Acidiferrobacteraceae,Acidibacter,9
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,Acidicapsa,10
Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,11
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,12
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,13
Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Acidithrix,14
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,Acidobacterium ,15
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,16
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,17
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,18
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,19
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,20
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobacterium,21
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobacterium VeSm15,22
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,23
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Actinotalea,24
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,25
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,26
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,27
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,28
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,29
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,30
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Agaricicola,31
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,32
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,33
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus,34
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,35
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Albidiferax,36
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Albidiferax sp. 7A-189,37
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,38
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,39
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,40
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,41
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Alishewanella,42
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Alkalibacter,43
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,44
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,45
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,46
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,47
Bacteria,Proteobacteria,Alphaproteobacteria,None specified,None specified,alpha proteobacterium,48
Bacteria,Proteobacteria,Alphaproteobacteria,None specified,None specified,alpha proteobacterium C0014(2010),49
Bacteria,Proteobacteria,Alphaproteobacteria,None specified,None specified,alpha proteobacterium KC-IT-F2,50
Bacteria,Proteobacteria,Alphaproteobacteria,None specified,None specified,alpha proteobacterium R-36935,51
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,52
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,53
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,54
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Amb_Tax,55
Bacteria,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,56
Bacteria,Bacteroidetes,Bacteroidetes BD2-2,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,57
Bacteria,Cyanobacteria,Chloroplast,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,58
Bacteria,Cyanobacteria,ML635J-21,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,59
Bacteria,Chloroflexi,KD4-96,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,60
Bacteria,Saccharibacteria,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,61
Archea,Bathyarchaeota,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,62
Bacteria,Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Amb_Tax,63
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,Ambiguous_taxa,Amb_Tax,64
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,Ambiguous_taxa,Amb_Tax,65
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Amb_Tax,66
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Amb_Tax,67
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Amb_Tax,68
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Amb_Tax,69
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Ellin6055,Amb_Tax,70
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Amb_Tax,71
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,Amb_Tax,72
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Amb_Tax,73
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Amb_Tax,74
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Amb_Tax,75
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Amb_Tax,76
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Amb_Tax,77
Bacteria,Aminicenantes,None specified,None specified,None specified,Aminicenantes bacterium,78
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex,79
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,80
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus,81
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,82
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,83
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,84
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,85
Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax,86
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,87
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Anderseniella,88
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,89
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Aquabacter,90
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,91
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aquamicrobium,92
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Aquaspirillum arcticum group,93
Bacteria,Proteobacteria,Alphaproteobacteria,Neisseriales,Alcaligenaceae,Aquaspirillum polymorphum,94
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,95
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Aquimonas,96
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,97
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Aquipuribacter,98
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Arachidicoccus,99
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,100
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,101
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Arthrospira,102
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,103
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,104
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopococcus,105
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,106
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogleaceae,Azoarcus,107
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Azonexus,108
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,109
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,110
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,111
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,112
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,113
Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,114
Bacteria,Firmicutes,Clostridia,Clostridiales,uncultured,bacterium enrichment culture clone ecb10,115
Bacteria,Firmicutes,Clostridia,Clostridiales,uncultured,bacterium enrichment culture clone ecb9,116
Bacteria,None specified,None specified,None specified,None specified,bacterium enrichment culture clone SRC_DSC20,117
Bacteria,None specified,None specified,None specified,None specified,bacterium ROME35Asa,118
Bacteria,None specified,None specified,None specified,None specified,bacterium SH1-4,119
Bacteria,None specified,None specified,None specified,None specified,bacterium TG161,120
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,121
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroidetes bacterium,122
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,123
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,None specified,Bauldia,124
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,125
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,126
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,127
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Bellilinea,128
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,129
Bacteria,Proteobacteria,Betaproteobacteria,None specified,None specified,beta proteobacterium,130
Bacteria,Proteobacteria,Betaproteobacteria,None specified,None specified,beta proteobacterium LX29,131
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,132
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,133
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,134
Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus,135
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,136
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,137
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,138
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,139
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,140
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,141
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobiaceae bacterium,142
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,143
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,144
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,145
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,146
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,147
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Brumimicrobium,148
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Bryobacteraceae,Bryobacter,149
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,150
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,BSV43,151
Bacteria,Proteobacteria,Betaproteobacteria,oca12,BTEX-degrading bacterium enrichment culture,BTEX-degrading bacterium enrichment culture,152
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,153
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,154
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,155
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiales bacterium,156
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,157
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buttiauxella,158
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,159
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,C1_B004,160
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,161
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,Caedibacter,162
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,163
Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,Caldicoprobacter,164
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caldimonas,165
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,166
Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Rivulariaceae,Calothrix,167
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caminicella,168
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,169
Bacteria,None specified,None specified,None specified,None specified,candidate division TM6 bacterium GW2011_GWE2_42_60,170
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter,171
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Candidatus Aquiluna,172
Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Candidatus Bacilloplasma,173
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Captivus,174
Bacteria,None specified,None specified,None specified,None specified,Candidatus Cloacamonas,175
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Candidatus Competibacteraceae,Candidatus Competibacter,176
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Candidatus Desulforudis,177
Bacteria,NC10 phylum,Candidatus NC10,Candidatus Methylomirabilales,Candidatus Methylomirabilaceae,Candidatus Methylomirabilis,178
Bacteria,Parcubacteria,Candidatus Moranbacteria,Candidatus Moranbacteria bacterium GW2011_GWE2_35_2-,Candidatus Moranbacteria bacterium GW2011_GWE2_35_2-,Candidatus Moranbacteria bacterium GW2011_GWE2_35_2-,179
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Candidatus Nitrotoga,180
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Candidatus Nucleicultrix amoebiphila,181
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Odyssella,182
Bacteria,Peregrinibacteria,Candidatus Peribacteria,Candidatus Peribacter riflensis,Candidatus Peribacter riflensis,Candidatus Peribacter riflensis,183
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,184
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,185
Bacteria,Proteobacteria,Betaproteobacteria,Brachyspirales,Borreliaceae,Candidatus Profftella,186
Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydi,187
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Candidatus Soleaferrea,188
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,189
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Candidatus Symbiobacter,190
Bacteria,Verrucomicrobia,Spartobacteria,Xanthomonadales,Rhodanobacteraceae,Candidatus Xiphinematobacter,191
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,192
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,193
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Carboxydocellaceae,Carboxydocella,194
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,195
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas,196
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,197
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,198
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cedecea,199
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,200
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium,201
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,202
Bacteria,Bacteroidetes,Chlorobi,Chlorobiales,Chlorobiaceae,Chlorobi bacterium,203
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorochromatium,204
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,205
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,206
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Chryseoglobus,207
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Citricoccus,208
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,209
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group,210
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Clavibacter,211
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,212
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridia bacterium,213
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,214
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,215
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,216
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,217
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13,218
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 3,219
